Company Account,Merchant Account,Psp Reference,Merchant Reference,Record Type,Creation Date,TimeZone,Gross Currency,Gross Debit,Gross Credit,Commission,Markup,Net Currency,Net Debit,Net Credit,Batch Number
LumoGroup,LumoECOM_EU,8620000000001281,ORD-505231,Authorised,2026-06-25 19:28:52,Europe/Amsterdam,EUR,,9.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000000612,ORD-504562,Settled,2026-06-25 19:36:08,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,26
LumoGroup,LumoECOM_EU,8620000000000973,ORD-504923,Settled,2026-06-25 19:39:39,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,26
LumoGroup,LumoECOM_EU,8620000000000665,ORD-504615,Settled,2026-06-25 19:42:02,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,26
LumoGroup,LumoECOM_EU,8620000000001091,ORD-505041,Settled,2026-06-25 19:51:47,Europe/Amsterdam,EUR,,59.99,1.14,0.36,EUR,,58.49,26
LumoGroup,LumoECOM_EU,8620000000000348,ORD-504298,Authorised,2026-06-25 19:55:58,Europe/Amsterdam,EUR,,59.99,,,EUR,,,26
LumoGroup,LumoAPP_US,8620000000001300,ORD-505250,Authorised,2026-06-25 19:57:47,Europe/Amsterdam,USD,,4.99,,,USD,,,26
LumoGroup,LumoAPP_US,8620000000000660,ORD-504610,Settled,2026-06-25 19:58:23,Europe/Amsterdam,USD,,9.99,0.19,0.06,USD,,9.74,26
LumoGroup,LumoECOM_EU,8620000000000232,ORD-504182,Authorised,2026-06-25 20:00:01,Europe/Amsterdam,GBP,,54.99,,,GBP,,,26
LumoGroup,LumoECOM_EU,8620000000000348,ORD-504298,Settled,2026-06-25 20:05:58,Europe/Amsterdam,EUR,,59.99,1.14,0.36,EUR,,58.49,26
LumoGroup,LumoECOM_EU,8620000000001620,ORD-505570,Authorised,2026-06-25 20:11:14,Europe/Amsterdam,GBP,,8.99,,,GBP,,,26
LumoGroup,LumoECOM_EU,8620000000000674,ORD-504624,Authorised,2026-06-25 20:13:03,Europe/Amsterdam,EUR,,9.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000001665,ORD-505615,Authorised,2026-06-25 20:15:12,Europe/Amsterdam,EUR,,9.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000000836,ORD-504786,Authorised,2026-06-25 20:21:26,Europe/Amsterdam,EUR,,59.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000001278,ORD-505228,Authorised,2026-06-25 20:31:07,Europe/Amsterdam,EUR,,9.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000001281,ORD-505231,Settled,2026-06-25 20:39:52,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,26
LumoGroup,LumoECOM_EU,8620000000000082,ORD-504032,Refused,2026-06-25 20:40:10,Europe/Amsterdam,EUR,,24.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000001556,ORD-505506,Settled,2026-06-25 20:41:34,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,26
LumoGroup,LumoECOM_EU,8620000000001620,ORD-505570,Settled,2026-06-25 20:42:14,Europe/Amsterdam,GBP,,8.99,0.17,0.05,GBP,,8.77,26
LumoGroup,LumoECOM_EU,8620000000000626,ORD-504576,Authorised,2026-06-25 20:42:30,Europe/Amsterdam,EUR,,4.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000001278,ORD-505228,Settled,2026-06-25 20:52:07,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,26
LumoGroup,LumoECOM_EU,8620000000000626,ORD-504576,Settled,2026-06-25 20:52:30,Europe/Amsterdam,EUR,,4.99,0.09,0.03,EUR,,4.87,26
LumoGroup,LumoECOM_EU,8620000000000533,ORD-504483,Authorised,2026-06-25 20:55:01,Europe/Amsterdam,EUR,,9.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000001479,ORD-505429,Authorised,2026-06-25 20:57:01,Europe/Amsterdam,GBP,,21.99,,,GBP,,,26
LumoGroup,LumoECOM_EU,8620000000000486,ORD-504436,Authorised,2026-06-25 20:58:28,Europe/Amsterdam,GBP,,21.99,,,GBP,,,26
LumoGroup,LumoECOM_EU,8620000000000232,ORD-504182,Settled,2026-06-25 21:12:01,Europe/Amsterdam,GBP,,54.99,1.04,0.33,GBP,,53.62,26
LumoGroup,LumoECOM_EU,8620000000000836,ORD-504786,Settled,2026-06-25 21:16:26,Europe/Amsterdam,EUR,,59.99,1.14,0.36,EUR,,58.49,26
LumoGroup,LumoECOM_EU,8620000000000674,ORD-504624,Settled,2026-06-25 21:24:03,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,26
LumoGroup,LumoECOM_EU,8620000000001665,ORD-505615,Settled,2026-06-25 21:32:12,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,26
LumoGroup,LumoAPP_US,8620000000001300,ORD-505250,Settled,2026-06-25 21:39:47,Europe/Amsterdam,USD,,4.99,0.09,0.03,USD,,4.87,26
LumoGroup,LumoECOM_EU,8620000000001479,ORD-505429,Settled,2026-06-25 21:59:01,Europe/Amsterdam,GBP,,21.99,0.42,0.13,GBP,,21.44,26
LumoGroup,LumoECOM_EU,8620000000000533,ORD-504483,Settled,2026-06-25 22:02:01,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,26
LumoGroup,LumoECOM_EU,8620000000000486,ORD-504436,Settled,2026-06-25 22:13:28,Europe/Amsterdam,GBP,,21.99,0.42,0.13,GBP,,21.44,26
LumoGroup,LumoECOM_EU,8620000000000367,ORD-504317,Authorised,2026-06-26 09:06:49,Europe/Amsterdam,EUR,,24.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000001056,ORD-505006,Authorised,2026-06-26 09:17:16,Europe/Amsterdam,EUR,,9.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000000967,ORD-504917,Authorised,2026-06-26 09:28:47,Europe/Amsterdam,EUR,,9.99,,,EUR,,,26
LumoGroup,LumoAPP_US,8620000000000320,ORD-504270,Authorised,2026-06-26 09:31:25,Europe/Amsterdam,USD,,9.99,,,USD,,,26
LumoGroup,LumoAPP_US,8620000000000320,ORD-504270,Settled,2026-06-26 09:45:25,Europe/Amsterdam,USD,,9.99,0.19,0.06,USD,,9.74,26
LumoGroup,LumoECOM_EU,8620000000001056,ORD-505006,Settled,2026-06-26 09:55:16,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,26
LumoGroup,LumoECOM_EU,8620000000000967,ORD-504917,Settled,2026-06-26 10:09:47,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,26
LumoGroup,LumoAPP_US,8620000000001060,ORD-505010,Authorised,2026-06-26 10:10:11,Europe/Amsterdam,USD,,9.99,,,USD,,,26
LumoGroup,LumoECOM_EU,8620000000001067,ORD-505017,Authorised,2026-06-26 10:15:18,Europe/Amsterdam,EUR,,24.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000000908,ORD-504858,Authorised,2026-06-26 10:16:40,Europe/Amsterdam,EUR,,9.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000000367,ORD-504317,Settled,2026-06-26 10:32:49,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,26
LumoGroup,LumoECOM_EU,8620000000000277,ORD-504227,Authorised,2026-06-26 10:33:14,Europe/Amsterdam,GBP,,8.99,,,GBP,,,26
LumoGroup,LumoAPP_US,8620000000001060,ORD-505010,Settled,2026-06-26 10:40:11,Europe/Amsterdam,USD,,9.99,0.19,0.06,USD,,9.74,26
LumoGroup,LumoECOM_EU,8620000000000583,ORD-504533,Authorised,2026-06-26 11:03:15,Europe/Amsterdam,EUR,,9.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000000035,ORD-503985,Authorised,2026-06-26 11:16:43,Europe/Amsterdam,EUR,,9.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000000908,ORD-504858,Settled,2026-06-26 11:21:40,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,26
LumoGroup,LumoECOM_EU,8620000000000583,ORD-504533,Settled,2026-06-26 11:23:15,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,26
LumoGroup,LumoECOM_EU,8620000000001067,ORD-505017,Settled,2026-06-26 11:33:18,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,26
LumoGroup,LumoAPP_US,8620000000000217,ORD-504167,Authorised,2026-06-26 11:58:21,Europe/Amsterdam,USD,,9.99,,,USD,,,26
LumoGroup,LumoECOM_EU,8620000000000035,ORD-503985,Settled,2026-06-26 12:01:43,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,26
LumoGroup,LumoECOM_EU,8620000000000277,ORD-504227,Settled,2026-06-26 12:05:14,Europe/Amsterdam,GBP,,8.99,0.17,0.05,GBP,,8.77,26
LumoGroup,LumoECOM_EU,8620000000000323,ORD-504273,Authorised,2026-06-26 12:09:34,Europe/Amsterdam,EUR,,9.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000001241,ORD-505191,Authorised,2026-06-26 12:27:15,Europe/Amsterdam,GBP,,4.49,,,GBP,,,26
LumoGroup,LumoAPP_US,8620000000000217,ORD-504167,Settled,2026-06-26 12:35:21,Europe/Amsterdam,USD,,9.99,0.19,0.06,USD,,9.74,26
LumoGroup,LumoECOM_EU,8620000000001402,ORD-505352,Authorised,2026-06-26 12:49:35,Europe/Amsterdam,EUR,,9.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000000248,ORD-504198,Authorised,2026-06-26 12:54:25,Europe/Amsterdam,GBP,,54.99,,,GBP,,,26
LumoGroup,LumoECOM_EU,8620000000000758,ORD-504708,Authorised,2026-06-26 12:59:35,Europe/Amsterdam,GBP,,8.99,,,GBP,,,26
LumoGroup,LumoECOM_EU,8620000000001326,ORD-505276,Authorised,2026-06-26 13:07:07,Europe/Amsterdam,EUR,,9.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000000529,ORD-504479,Authorised,2026-06-26 13:14:45,Europe/Amsterdam,EUR,,59.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000001326,ORD-505276,Settled,2026-06-26 13:23:07,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,26
LumoGroup,LumoECOM_EU,8620000000000694,ORD-504644,Authorised,2026-06-26 13:23:54,Europe/Amsterdam,EUR,,9.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000000323,ORD-504273,Settled,2026-06-26 13:25:34,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,26
LumoGroup,LumoAPP_US,8620000000000893,ORD-504843,Authorised,2026-06-26 13:27:19,Europe/Amsterdam,USD,,9.99,,,USD,,,26
LumoGroup,LumoECOM_EU,8620000000001219,ORD-505169,Authorised,2026-06-26 13:32:44,Europe/Amsterdam,EUR,,9.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000001402,ORD-505352,Settled,2026-06-26 13:47:35,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,26
LumoGroup,LumoAPP_US,8620000000000951,ORD-504901,Authorised,2026-06-26 14:00:30,Europe/Amsterdam,USD,,59.99,,,USD,,,26
LumoGroup,LumoAPP_US,8620000000000649,ORD-504599,Authorised,2026-06-26 14:06:41,Europe/Amsterdam,USD,,24.99,,,USD,,,26
LumoGroup,LumoECOM_EU,8620000000001548,ORD-505498,Authorised,2026-06-26 14:08:00,Europe/Amsterdam,EUR,,24.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000001221,ORD-505171,Authorised,2026-06-26 14:08:20,Europe/Amsterdam,EUR,,9.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000000758,ORD-504708,Settled,2026-06-26 14:08:35,Europe/Amsterdam,GBP,,8.99,0.17,0.05,GBP,,8.77,26
LumoGroup,LumoECOM_EU,8620000000001241,ORD-505191,Settled,2026-06-26 14:13:15,Europe/Amsterdam,GBP,,4.49,0.09,0.02,GBP,,4.38,26
LumoGroup,LumoAPP_US,8620000000001483,ORD-505433,Authorised,2026-06-26 14:22:30,Europe/Amsterdam,USD,,24.99,,,USD,,,26
LumoGroup,LumoAPP_US,8620000000001483,ORD-505433,Settled,2026-06-26 14:27:30,Europe/Amsterdam,USD,,24.99,0.47,0.15,USD,,24.37,26
LumoGroup,LumoECOM_EU,8620000000000733,ORD-504683,Authorised,2026-06-26 14:30:00,Europe/Amsterdam,EUR,,9.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000000248,ORD-504198,Settled,2026-06-26 14:31:25,Europe/Amsterdam,GBP,,54.99,1.04,0.33,GBP,,53.62,26
LumoGroup,LumoAPP_US,8620000000001018,ORD-504968,Authorised,2026-06-26 14:32:55,Europe/Amsterdam,USD,,59.99,,,USD,,,26
LumoGroup,LumoECOM_EU,8620000000001221,ORD-505171,Settled,2026-06-26 14:33:20,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,26
LumoGroup,LumoECOM_EU,8620000000000529,ORD-504479,Settled,2026-06-26 14:37:45,Europe/Amsterdam,EUR,,59.99,1.14,0.36,EUR,,58.49,26
LumoGroup,LumoECOM_EU,8620000000001219,ORD-505169,Settled,2026-06-26 14:39:44,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,26
LumoGroup,LumoAPP_US,8620000000000893,ORD-504843,Settled,2026-06-26 14:47:19,Europe/Amsterdam,USD,,9.99,0.19,0.06,USD,,9.74,26
LumoGroup,LumoECOM_EU,8620000000000694,ORD-504644,Settled,2026-06-26 14:58:54,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,26
LumoGroup,LumoAPP_US,8620000000000809,ORD-504759,Authorised,2026-06-26 14:59:57,Europe/Amsterdam,USD,,4.99,,,USD,,,26
LumoGroup,LumoAPP_US,8620000000000951,ORD-504901,Settled,2026-06-26 15:06:30,Europe/Amsterdam,USD,,59.99,1.14,0.36,USD,,58.49,26
LumoGroup,LumoECOM_EU,8620000000000733,ORD-504683,Settled,2026-06-26 15:08:00,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,26
LumoGroup,LumoECOM_EU,8620000000001548,ORD-505498,Settled,2026-06-26 15:08:00,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,26
LumoGroup,LumoAPP_US,8620000000001507,ORD-505457,Authorised,2026-06-26 15:21:56,Europe/Amsterdam,USD,,24.99,,,USD,,,26
LumoGroup,LumoAPP_US,8620000000001018,ORD-504968,Settled,2026-06-26 15:30:55,Europe/Amsterdam,USD,,59.99,1.14,0.36,USD,,58.49,26
LumoGroup,LumoAPP_US,8620000000000649,ORD-504599,Settled,2026-06-26 15:32:41,Europe/Amsterdam,USD,,24.99,0.47,0.15,USD,,24.37,26
LumoGroup,LumoECOM_EU,8620000000000775,ORD-504725,Authorised,2026-06-26 15:35:46,Europe/Amsterdam,EUR,,59.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000000885,ORD-504835,Authorised,2026-06-26 15:41:17,Europe/Amsterdam,EUR,,9.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000000866,ORD-504816,Authorised,2026-06-26 15:45:02,Europe/Amsterdam,EUR,,9.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000000775,ORD-504725,Settled,2026-06-26 15:45:46,Europe/Amsterdam,EUR,,59.99,1.14,0.36,EUR,,58.49,26
LumoGroup,LumoAPP_US,8620000000000809,ORD-504759,Settled,2026-06-26 15:56:57,Europe/Amsterdam,USD,,4.99,0.09,0.03,USD,,4.87,26
LumoGroup,LumoECOM_EU,8620000000001792,ORD-507808,Chargeback,2026-06-26 16:00:00,Europe/Amsterdam,EUR,59.99,,,,EUR,59.99,,26
LumoGroup,LumoECOM_EU,8620000000001515,ORD-505465,Authorised,2026-06-26 16:02:01,Europe/Amsterdam,EUR,,9.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000000040,ORD-503990,Authorised,2026-06-26 16:20:55,Europe/Amsterdam,EUR,,9.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000000885,ORD-504835,Settled,2026-06-26 16:28:17,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,26
LumoGroup,LumoAPP_US,8620000000001507,ORD-505457,Settled,2026-06-26 16:42:56,Europe/Amsterdam,USD,,24.99,0.47,0.15,USD,,24.37,26
LumoGroup,LumoECOM_EU,8620000000000866,ORD-504816,Settled,2026-06-26 16:51:02,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,26
LumoGroup,LumoECOM_EU,8620000000000543,ORD-504493,Authorised,2026-06-26 17:09:24,Europe/Amsterdam,EUR,,59.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000000110,ORD-504060,Authorised,2026-06-26 17:17:44,Europe/Amsterdam,EUR,,9.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000001287,ORD-505237,Authorised,2026-06-26 17:23:32,Europe/Amsterdam,EUR,,9.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000000543,ORD-504493,Settled,2026-06-26 17:27:24,Europe/Amsterdam,EUR,,59.99,1.14,0.36,EUR,,58.49,26
LumoGroup,LumoAPP_US,8620000000000802,ORD-504752,Authorised,2026-06-26 17:34:33,Europe/Amsterdam,USD,,9.99,,,USD,,,26
LumoGroup,LumoAPP_US,8620000000001214,ORD-505164,Authorised,2026-06-26 17:40:00,Europe/Amsterdam,USD,,9.99,,,USD,,,26
LumoGroup,LumoECOM_EU,8620000000000826,ORD-504776,Authorised,2026-06-26 17:45:21,Europe/Amsterdam,EUR,,24.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000000392,ORD-504342,Authorised,2026-06-26 17:45:56,Europe/Amsterdam,EUR,,9.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000000859,ORD-504809,Refunded,2026-06-26 17:46:18,Europe/Amsterdam,EUR,5.00,,,,EUR,5.00,,26
LumoGroup,LumoECOM_EU,8620000000001515,ORD-505465,Settled,2026-06-26 17:48:01,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,26
LumoGroup,LumoECOM_EU,8620000000000965,ORD-504915,Authorised,2026-06-26 17:48:44,Europe/Amsterdam,GBP,,8.99,,,GBP,,,26
LumoGroup,LumoECOM_EU,8620000000000954,ORD-504904,Authorised,2026-06-26 18:00:21,Europe/Amsterdam,EUR,,24.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000000965,ORD-504915,Settled,2026-06-26 18:01:44,Europe/Amsterdam,GBP,,8.99,0.17,0.05,GBP,,8.77,26
LumoGroup,LumoECOM_EU,8620000000000040,ORD-503990,Settled,2026-06-26 18:07:55,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,26
LumoGroup,LumoECOM_EU,8620000000000074,ORD-504024,Authorised,2026-06-26 18:10:38,Europe/Amsterdam,GBP,,21.99,,,GBP,,,26
LumoGroup,LumoECOM_EU,8620000000000392,ORD-504342,Settled,2026-06-26 18:10:56,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,26
LumoGroup,LumoECOM_EU,8620000000001519,ORD-505469,Authorised,2026-06-26 18:34:17,Europe/Amsterdam,EUR,,24.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000000110,ORD-504060,Settled,2026-06-26 18:39:44,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,26
LumoGroup,LumoECOM_EU,8620000000000826,ORD-504776,Settled,2026-06-26 18:43:21,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,26
LumoGroup,LumoECOM_EU,8620000000000241,ORD-504191,Authorised,2026-06-26 18:45:07,Europe/Amsterdam,EUR,,9.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000001077,ORD-505027,Authorised,2026-06-26 18:46:07,Europe/Amsterdam,EUR,,9.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000000074,ORD-504024,Settled,2026-06-26 18:48:38,Europe/Amsterdam,GBP,,21.99,0.42,0.13,GBP,,21.44,26
LumoGroup,LumoECOM_EU,8620000000001318,ORD-505268,Authorised,2026-06-26 18:51:07,Europe/Amsterdam,EUR,,9.99,,,EUR,,,26
LumoGroup,LumoAPP_US,8620000000000802,ORD-504752,Settled,2026-06-26 18:52:33,Europe/Amsterdam,USD,,9.99,0.19,0.06,USD,,9.74,26
LumoGroup,LumoECOM_EU,8620000000001287,ORD-505237,Settled,2026-06-26 19:05:32,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,26
LumoGroup,LumoECOM_EU,8620000000000340,ORD-504290,Authorised,2026-06-26 19:12:03,Europe/Amsterdam,EUR,,24.99,,,EUR,,,26
LumoGroup,LumoAPP_US,8620000000001214,ORD-505164,Settled,2026-06-26 19:15:00,Europe/Amsterdam,USD,,9.99,0.19,0.06,USD,,9.74,26
LumoGroup,LumoECOM_EU,8620000000001519,ORD-505469,Settled,2026-06-26 19:23:17,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,26
LumoGroup,LumoECOM_EU,8620000000000412,ORD-504362,Authorised,2026-06-26 19:30:00,Europe/Amsterdam,EUR,,9.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000001318,ORD-505268,Settled,2026-06-26 19:42:07,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,26
LumoGroup,LumoECOM_EU,8620000000000954,ORD-504904,Settled,2026-06-26 19:48:21,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,26
LumoGroup,LumoECOM_EU,8620000000000412,ORD-504362,Settled,2026-06-26 19:51:00,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,26
LumoGroup,LumoECOM_EU,8620000000001166,ORD-505116,Authorised,2026-06-26 20:01:10,Europe/Amsterdam,EUR,,9.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000001396,ORD-505346,Authorised,2026-06-26 20:13:45,Europe/Amsterdam,EUR,,59.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000001166,ORD-505116,Settled,2026-06-26 20:21:10,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,26
LumoGroup,LumoECOM_EU,8620000000000241,ORD-504191,Settled,2026-06-26 20:24:07,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,26
LumoGroup,LumoECOM_EU,8620000000001077,ORD-505027,Settled,2026-06-26 20:30:07,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,26
LumoGroup,LumoECOM_EU,8620000000000340,ORD-504290,Settled,2026-06-26 20:50:03,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,26
LumoGroup,LumoECOM_EU,8620000000001396,ORD-505346,Settled,2026-06-26 21:53:45,Europe/Amsterdam,EUR,,59.99,1.14,0.36,EUR,,58.49,26
LumoGroup,LumoAPP_US,8620000000000764,ORD-504714,Authorised,2026-06-27 09:09:38,Europe/Amsterdam,USD,,9.99,,,USD,,,26
LumoGroup,LumoECOM_EU,8620000000000190,ORD-504140,Authorised,2026-06-27 09:11:06,Europe/Amsterdam,EUR,,4.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000000952,ORD-504902,Authorised,2026-06-27 09:30:25,Europe/Amsterdam,EUR,,9.99,,,EUR,,,26
LumoGroup,LumoAPP_US,8620000000000935,ORD-504885,Authorised,2026-06-27 09:47:10,Europe/Amsterdam,USD,,59.99,,,USD,,,26
LumoGroup,LumoAPP_US,8620000000001299,ORD-505249,Authorised,2026-06-27 10:02:46,Europe/Amsterdam,USD,,24.99,,,USD,,,26
LumoGroup,LumoAPP_US,8620000000000764,ORD-504714,Settled,2026-06-27 10:09:38,Europe/Amsterdam,USD,,9.99,0.19,0.06,USD,,9.74,26
LumoGroup,LumoECOM_EU,8620000000000335,ORD-504285,Authorised,2026-06-27 10:10:03,Europe/Amsterdam,EUR,,9.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000000190,ORD-504140,Settled,2026-06-27 10:15:06,Europe/Amsterdam,EUR,,4.99,0.09,0.03,EUR,,4.87,26
LumoGroup,LumoAPP_US,8620000000001139,ORD-505089,Authorised,2026-06-27 10:16:20,Europe/Amsterdam,USD,,24.99,,,USD,,,26
LumoGroup,LumoECOM_EU,8620000000000774,ORD-504724,Authorised,2026-06-27 10:17:18,Europe/Amsterdam,EUR,,4.99,,,EUR,,,26
LumoGroup,LumoAPP_US,8620000000000935,ORD-504885,Settled,2026-06-27 10:26:10,Europe/Amsterdam,USD,,59.99,1.14,0.36,USD,,58.49,26
LumoGroup,LumoAPP_US,8620000000001299,ORD-505249,Settled,2026-06-27 10:31:46,Europe/Amsterdam,USD,,24.99,0.47,0.15,USD,,24.37,26
LumoGroup,LumoECOM_EU,8620000000000572,ORD-504522,Authorised,2026-06-27 10:32:58,Europe/Amsterdam,EUR,,9.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000000335,ORD-504285,Settled,2026-06-27 10:33:03,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,26
LumoGroup,LumoECOM_EU,8620000000000952,ORD-504902,Settled,2026-06-27 10:37:25,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,26
LumoGroup,LumoECOM_EU,8620000000000774,ORD-504724,Settled,2026-06-27 10:41:18,Europe/Amsterdam,EUR,,4.99,0.09,0.03,EUR,,4.87,26
LumoGroup,LumoECOM_EU,8620000000001526,ORD-505476,Authorised,2026-06-27 10:42:18,Europe/Amsterdam,EUR,,59.99,,,EUR,,,26
LumoGroup,LumoAPP_US,8620000000001139,ORD-505089,Settled,2026-06-27 10:48:20,Europe/Amsterdam,USD,,24.99,0.47,0.15,USD,,24.37,26
LumoGroup,LumoECOM_EU,8620000000000572,ORD-504522,Settled,2026-06-27 10:55:58,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,26
LumoGroup,LumoECOM_EU,8620000000001526,ORD-505476,Settled,2026-06-27 11:15:18,Europe/Amsterdam,EUR,,59.99,1.14,0.36,EUR,,58.49,26
LumoGroup,LumoECOM_EU,8620000000000749,ORD-504699,Authorised,2026-06-27 11:16:45,Europe/Amsterdam,EUR,,59.99,,,EUR,,,26
LumoGroup,LumoECOM_EU,8620000000000249,ORD-504199,Authorised,2026-06-27 11:19:36,Europe/Amsterdam,EUR,,9.99,,,EUR,,,26
LumoGroup,LumoAPP_US,8620000000000222,ORD-504172,Refused,2026-06-27 11:21:15,Europe/Amsterdam,USD,,24.99,,,USD,,,26
LumoGroup,LumoAPP_US,8620000000000585,ORD-504535,Authorised,2026-06-27 11:48:26,Europe/Amsterdam,USD,,9.99,,,USD,,,26
LumoGroup,LumoECOM_EU,8620000000000749,ORD-504699,Settled,2026-06-27 12:10:45,Europe/Amsterdam,EUR,,59.99,1.14,0.36,EUR,,58.49,26
LumoGroup,LumoECOM_EU,8620000000000249,ORD-504199,Settled,2026-06-27 12:18:36,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,26
LumoGroup,LumoECOM_EU,8620000000000459,ORD-504409,Authorised,2026-06-27 12:27:37,Europe/Amsterdam,EUR,,4.99,,,EUR,,,26
